,valid ppl,params,status,job_id
202,inf,--model=GRU --emsize=320 --nlayers=2 --lr=40 --nhid=896 --bptt=16 --clip=1.6313042909710318 --dropout=0.5375138199798063 --dropouth=0.7760283038368486 --dropoute=0.5542158980290804 --dropouti=0.07331885713329604 --wdrop=0.7454340164059027,Job failed,77
203,inf,--model=GRU --emsize=320 --nlayers=3 --lr=19 --nhid=1280 --bptt=196 --clip=0.435009822758363 --dropout=0.23783140867055344 --dropouth=0.3823150778178122 --dropoute=0.48158772867188665 --dropouti=0.779339938934082 --wdrop=0.1275662925527359,Job failed,370
204,inf,--model=GRU --emsize=320 --nlayers=3 --lr=20 --nhid=320 --bptt=16 --clip=0.25589551044706693 --dropout=0.15657675815388997 --dropouth=0.29646599247773064 --dropoute=0.24994326021684982 --dropouti=0.5243189174834817 --wdrop=0.8993648741765266,Job failed,12
205,inf,--model=GRU --emsize=320 --nlayers=3 --lr=30 --nhid=224 --bptt=196 --clip=0.7744376671815975 --dropout=0.4363335978302657 --dropouth=0.6818166175777218 --dropoute=0.23979821001686683 --dropouti=0.29993312558337293 --wdrop=0.015413730446115848,Job failed,65
206,inf,--model=GRU --emsize=384 --nlayers=1 --lr=12 --nhid=384 --bptt=96 --clip=0.7422096442781916 --dropout=0.11764164886721577 --dropouth=0.0722482015966001 --dropoute=0.8843788496055405 --dropouti=0.6040309318075261 --wdrop=0.2359197029742734,Job failed,82
207,inf,--model=GRU --emsize=384 --nlayers=1 --lr=18 --nhid=896 --bptt=160 --clip=1.1165210228450075 --dropout=0.5018232911103286 --dropouth=0.1432594868913766 --dropoute=0.4167344328999185 --dropouti=0.8978226525368036 --wdrop=0.3573064210204198,Job failed,6
208,inf,--model=GRU --emsize=384 --nlayers=1 --lr=25 --nhid=224 --bptt=64 --clip=1.2523307129919898 --dropout=0.6880654826179634 --dropouth=0.034999067313532715 --dropoute=0.4754547699762274 --dropouti=0.7347315583929881 --wdrop=0.745138636923217,Job failed,309
209,inf,--model=GRU --emsize=384 --nlayers=2 --lr=15 --nhid=256 --bptt=48 --clip=1.6274113251524958 --dropout=0.7850959383047422 --dropouth=0.23639340784685758 --dropoute=0.43059082395874726 --dropouti=0.7399549463845919 --wdrop=0.38681787987616906,Job failed,25
210,inf,--model=GRU --emsize=384 --nlayers=2 --lr=18 --nhid=1280 --bptt=196 --clip=1.6497872757420244 --dropout=0.8163284830183842 --dropouth=0.0317405641596466 --dropoute=0.7978227688612809 --dropouti=0.22228347492296086 --wdrop=0.7172192476645145,Job failed,312
211,inf,--model=GRU --emsize=384 --nlayers=2 --lr=18 --nhid=640 --bptt=48 --clip=1.2824788713289779 --dropout=0.8260373833138686 --dropouth=0.2539241842052005 --dropoute=0.47153206065044945 --dropouti=0.38662639392309184 --wdrop=0.8004120464310022,Job failed,317
212,inf,--model=GRU --emsize=384 --nlayers=2 --lr=20 --nhid=640 --bptt=48 --clip=1.637000871033782 --dropout=0.8195721194548188 --dropouth=0.5917948014967055 --dropoute=0.6545197631260126 --dropouti=0.17927906753067388 --wdrop=0.7700495550251342,Job failed,95
213,inf,--model=GRU --emsize=384 --nlayers=2 --lr=40 --nhid=224 --bptt=16 --clip=0.7901496042552086 --dropout=0.8886328703621722 --dropouth=0.13830093126238646 --dropoute=0.8153664580280469 --dropouti=0.26074133035219693 --wdrop=0.47682387911713087,Job failed,37
214,inf,--model=GRU --emsize=384 --nlayers=3 --lr=18 --nhid=448 --bptt=96 --clip=1.2063903114124754 --dropout=0.5815942317279423 --dropouth=0.2786018571494152 --dropoute=0.7131264002342079 --dropouti=0.7788331480631626 --wdrop=0.6940295938480225,Job failed,98
215,inf,--model=GRU --emsize=384 --nlayers=3 --lr=19 --nhid=768 --bptt=64 --clip=0.32272977892442223 --dropout=0.23362543384701648 --dropouth=0.5513670062783147 --dropoute=0.8429385365798113 --dropouti=0.8724364948410853 --wdrop=0.220970874055731,Job failed,114
216,inf,--model=GRU --emsize=384 --nlayers=3 --lr=40 --nhid=576 --bptt=64 --clip=0.9964591543406476 --dropout=0.5312127937683917 --dropouth=0.3771354980906766 --dropoute=0.899428018279509 --dropouti=0.891656165777833 --wdrop=0.10487074419360032,Job failed,9
217,inf,--model=GRU --emsize=384 --nlayers=3 --lr=5 --nhid=640 --bptt=196 --clip=0.8967756404866757 --dropout=0.03554913821275052 --dropouth=0.2933481692883519 --dropoute=0.33504812610890594 --dropouti=0.3792290166782294 --wdrop=0.23171338419495588,Job failed,141
218,inf,--model=GRU --emsize=448 --nlayers=1 --lr=12 --nhid=768 --bptt=96 --clip=0.23781817189962665 --dropout=0.615103662104653 --dropouth=0.6012095481801198 --dropoute=0.8084553619742928 --dropouti=0.5530583852341002 --wdrop=0.6301862024830935,Job failed,240
219,inf,--model=GRU --emsize=448 --nlayers=1 --lr=18 --nhid=224 --bptt=96 --clip=1.2194544518010255 --dropout=0.19701082246926188 --dropouth=0.00865791749899284 --dropoute=0.32484869939638805 --dropouti=0.6432649771257839 --wdrop=0.24198819751548906,Job failed,283
220,inf,--model=GRU --emsize=448 --nlayers=1 --lr=18 --nhid=448 --bptt=160 --clip=1.6934585208385151 --dropout=0.8499452323789594 --dropouth=0.39908564807129354 --dropoute=0.6221703487889356 --dropouti=0.29520660325969733 --wdrop=0.6513576974702165,Job failed,296
221,inf,--model=GRU --emsize=448 --nlayers=1 --lr=18 --nhid=768 --bptt=160 --clip=1.037335152490482 --dropout=0.14471925253987267 --dropouth=0.8965386088707865 --dropoute=0.08862992443798755 --dropouti=0.046640040466188096 --wdrop=0.47610055655786065,Job failed,215
222,inf,--model=GRU --emsize=448 --nlayers=1 --lr=19 --nhid=256 --bptt=196 --clip=1.1105848899166222 --dropout=0.7841784562039332 --dropouth=0.8716803720099613 --dropoute=0.38825197618844265 --dropouti=0.33148431270309786 --wdrop=0.524169292265545,Job failed,127
223,inf,--model=GRU --emsize=448 --nlayers=1 --lr=20 --nhid=576 --bptt=32 --clip=1.8895707377184972 --dropout=0.33734682680314165 --dropouth=0.7930403985534279 --dropoute=0.2109285621041252 --dropouti=0.5109634514199556 --wdrop=0.046123185705477,Job failed,11
224,inf,--model=GRU --emsize=448 --nlayers=3 --lr=15 --nhid=320 --bptt=128 --clip=1.6946404311130336 --dropout=0.6275853664341364 --dropouth=0.6729836433060988 --dropoute=0.8548702778701079 --dropouti=0.6981044732773549 --wdrop=0.7526549809520265,Job failed,102
225,inf,--model=GRU --emsize=448 --nlayers=3 --lr=15 --nhid=448 --bptt=128 --clip=0.36801954784212854 --dropout=0.27328726594109937 --dropouth=0.6265664153680561 --dropoute=0.5265000594258379 --dropouti=0.2200398292368091 --wdrop=0.7631949806134031,Job failed,250
226,inf,--model=GRU --emsize=448 --nlayers=3 --lr=19 --nhid=448 --bptt=160 --clip=1.3714887526796053 --dropout=0.35272969824389877 --dropouth=0.23652190130535508 --dropoute=0.6391432364430932 --dropouti=0.5204308427531724 --wdrop=0.34263705882512274,Job failed,204
227,inf,--model=GRU --emsize=448 --nlayers=3 --lr=22 --nhid=1280 --bptt=32 --clip=0.5931130196158411 --dropout=0.16333321163509654 --dropouth=0.5053779005746385 --dropoute=0.8562777928146676 --dropouti=0.38151420485884535 --wdrop=0.21331158344950657,Job failed,116
228,inf,--model=GRU --emsize=448 --nlayers=3 --lr=40 --nhid=1024 --bptt=196 --clip=0.3376390089170159 --dropout=0.5745125726515568 --dropouth=0.10829781990300834 --dropoute=0.4119967265702958 --dropouti=0.6138353142291535 --wdrop=0.5787388271575654,Job failed,377
229,inf,--model=GRU --emsize=512 --nlayers=1 --lr=10 --nhid=704 --bptt=48 --clip=1.1117122135016455 --dropout=0.1441524660650123 --dropouth=0.11795336561361544 --dropoute=0.3703253660329512 --dropouti=0.5958097670728654 --wdrop=0.4616824859810853,Job failed,153
230,inf,--model=GRU --emsize=512 --nlayers=1 --lr=19 --nhid=1280 --bptt=160 --clip=0.5600643640113993 --dropout=0.4811783580989121 --dropouth=0.6327961078954608 --dropoute=0.14516538591977832 --dropouti=0.7864282035665618 --wdrop=0.38869464212747723,Job failed,373
231,inf,--model=GRU --emsize=512 --nlayers=2 --lr=10 --nhid=320 --bptt=160 --clip=0.8103566490136948 --dropout=0.8772117515513731 --dropouth=0.31540809706732903 --dropoute=0.20039438468193638 --dropouti=0.5586503066229838 --wdrop=0.3249373697599132,Job failed,218
232,inf,--model=GRU --emsize=512 --nlayers=2 --lr=18 --nhid=512 --bptt=196 --clip=1.3635117603345615 --dropout=0.8708640267329725 --dropouth=0.21683675176844378 --dropoute=0.3809767931630815 --dropouti=0.27054170678495526 --wdrop=0.548295010968384,Some constraints are not satisfied,313
233,inf,--model=GRU --emsize=512 --nlayers=2 --lr=22 --nhid=384 --bptt=96 --clip=1.8819696017868341 --dropout=0.35081642245330386 --dropouth=0.37667769265522033 --dropoute=0.536700566406732 --dropouti=0.7295859761424247 --wdrop=0.12706448682618207,Job failed,266
234,inf,--model=GRU --emsize=512 --nlayers=2 --lr=30 --nhid=512 --bptt=196 --clip=0.4317428655724628 --dropout=0.5115082068839835 --dropouth=0.15886157214970478 --dropoute=0.47112122247611093 --dropouti=0.1815246928302655 --wdrop=0.4802858382747904,Job failed,276
235,inf,--model=GRU --emsize=512 --nlayers=2 --lr=5 --nhid=1280 --bptt=160 --clip=1.34736036100648 --dropout=0.15352475351851255 --dropouth=0.7328222442936453 --dropoute=0.7348126530483612 --dropouti=0.8600818191928989 --wdrop=0.20855199171316555,Job failed,152
236,inf,--model=GRU --emsize=512 --nlayers=3 --lr=12 --nhid=768 --bptt=196 --clip=0.6270851323370618 --dropout=0.3600305696753198 --dropouth=0.11075889785232687 --dropoute=0.5715628538359249 --dropouti=0.4419817231799173 --wdrop=0.28783097998382284,Job failed,50
237,inf,--model=GRU --emsize=512 --nlayers=3 --lr=15 --nhid=320 --bptt=128 --clip=1.6971132900407926 --dropout=0.6119754357948177 --dropouth=0.41454357455916696 --dropoute=0.2610961026592105 --dropouti=0.6088610319977752 --wdrop=0.4829025586013314,Job failed,225
238,inf,--model=GRU --emsize=512 --nlayers=3 --lr=19 --nhid=896 --bptt=96 --clip=0.9527291219006778 --dropout=0.06301989992048491 --dropouth=0.4269864907525821 --dropoute=0.3766235355917052 --dropouti=0.23464309826659938 --wdrop=0.4705851117721975,Job failed,224
239,inf,--model=GRU --emsize=512 --nlayers=3 --lr=30 --nhid=704 --bptt=32 --clip=0.6559648695363595 --dropout=0.5187360516726883 --dropouth=0.7186246148067126 --dropoute=0.24753536148529615 --dropouti=0.8813043825054963 --wdrop=0.2905542173928483,Job failed,61
240,inf,--model=GRU --emsize=576 --nlayers=1 --lr=10 --nhid=896 --bptt=32 --clip=0.5095608596141845 --dropout=0.49714776774669617 --dropouth=0.0640804143770755 --dropoute=0.8265786272613784 --dropouti=0.7634860080362409 --wdrop=0.13870281039283094,Job failed,149
241,inf,--model=GRU --emsize=576 --nlayers=1 --lr=20 --nhid=512 --bptt=96 --clip=1.1719623560123518 --dropout=0.13451961485189087 --dropouth=0.15815779848270062 --dropoute=0.04469421851767809 --dropouti=0.18021434998903144 --wdrop=0.7439625467996893,Job failed,374
242,inf,--model=GRU --emsize=576 --nlayers=1 --lr=22 --nhid=384 --bptt=196 --clip=1.1519337900127267 --dropout=0.23628900720083965 --dropouth=0.5517987309280763 --dropoute=0.02997549625799063 --dropouti=0.4270333230260149 --wdrop=0.7004409636224987,Some constraints are not satisfied,195
243,inf,--model=GRU --emsize=576 --nlayers=2 --lr=25 --nhid=320 --bptt=32 --clip=0.452046257341458 --dropout=0.03194901605523042 --dropouth=0.7584193297491519 --dropoute=0.010993853793587005 --dropouti=0.25381935588447935 --wdrop=0.37556777963138416,Job failed,119
244,inf,--model=GRU --emsize=576 --nlayers=2 --lr=25 --nhid=704 --bptt=32 --clip=0.4161625561565614 --dropout=0.4244240722025176 --dropouth=0.12632525229458896 --dropoute=0.8965329493807394 --dropouti=0.8796843120034789 --wdrop=0.27072028774391427,Job failed,349
245,inf,--model=GRU --emsize=576 --nlayers=2 --lr=30 --nhid=576 --bptt=128 --clip=0.9658704343856491 --dropout=0.5371728111760625 --dropouth=0.2575903212282717 --dropoute=0.38787824397085635 --dropouti=0.19417109304668992 --wdrop=0.24953133374087708,Job failed,280
246,inf,--model=GRU --emsize=576 --nlayers=3 --lr=15 --nhid=576 --bptt=96 --clip=1.3742269982367146 --dropout=0.4567707631133197 --dropouth=0.5915777172385671 --dropoute=0.7113095157524251 --dropouti=0.8317410293923427 --wdrop=0.06076443762234616,Job failed,352
247,inf,--model=GRU --emsize=576 --nlayers=3 --lr=18 --nhid=1024 --bptt=160 --clip=0.5736317686832896 --dropout=0.3860740771868133 --dropouth=0.8392087760118594 --dropoute=0.5158193675684543 --dropouti=0.7464706870798803 --wdrop=0.661458456957964,Job failed,206
248,inf,--model=GRU --emsize=576 --nlayers=3 --lr=30 --nhid=1024 --bptt=16 --clip=1.0237617889766755 --dropout=0.16488869901451006 --dropouth=0.6758250887419519 --dropoute=0.3058787838234314 --dropouti=0.7254785069258637 --wdrop=0.8651898677439824,Job failed,39
249,inf,--model=GRU --emsize=576 --nlayers=3 --lr=40 --nhid=640 --bptt=196 --clip=0.6161125225123774 --dropout=0.7196524070369207 --dropouth=0.3095203233095653 --dropoute=0.15548068671027973 --dropouti=0.4137951590668835 --wdrop=0.6190470428851043,Job failed,217
250,inf,--model=GRU --emsize=576 --nlayers=3 --lr=5 --nhid=224 --bptt=32 --clip=1.6460656187902398 --dropout=0.18544041348900928 --dropouth=0.8879898185924479 --dropoute=0.8333271970024658 --dropouti=0.8914228922419685 --wdrop=0.5148539983022545,Job failed,122
251,inf,--model=LSTM --emsize=128 --nlayers=1 --lr=15 --nhid=896 --bptt=196 --clip=0.47708761238607034 --dropout=0.7875485734282525 --dropouth=0.00244513267222074 --dropoute=0.6552719197882411 --dropouti=0.002060691928684555 --wdrop=0.3850799635175413,Job failed,89
252,inf,--model=LSTM --emsize=128 --nlayers=1 --lr=19 --nhid=224 --bptt=48 --clip=1.1039378514403322 --dropout=0.09569899161930731 --dropouth=0.5124105830662825 --dropoute=0.6748489605785629 --dropouti=0.16332424074176546 --wdrop=0.18314105948103535,Job failed,211
253,inf,--model=LSTM --emsize=128 --nlayers=1 --lr=22 --nhid=512 --bptt=128 --clip=0.9217983701548425 --dropout=0.6844479429576967 --dropouth=0.7652080390593178 --dropoute=0.4971838396971503 --dropouti=0.6468356872276015 --wdrop=0.6931435821884784,Job failed,367
254,inf,--model=LSTM --emsize=128 --nlayers=1 --lr=30 --nhid=448 --bptt=160 --clip=0.8212949775181851 --dropout=0.12560994430559808 --dropouth=0.7071583029710544 --dropoute=0.6379420124141996 --dropouti=0.018547705313774587 --wdrop=0.010323668615720472,Job failed,279
255,inf,--model=LSTM --emsize=128 --nlayers=1 --lr=30 --nhid=768 --bptt=96 --clip=0.9466369631470862 --dropout=0.6392367419059962 --dropouth=0.4112919617960346 --dropoute=0.6038903640507374 --dropouti=0.2214021601782357 --wdrop=0.5597406849369476,Job failed,117
256,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=10 --nhid=448 --bptt=196 --clip=1.4104356253193826 --dropout=0.7776654200833353 --dropouth=0.14220243003726485 --dropoute=0.8268890353053697 --dropouti=0.014245343722413628 --wdrop=0.6504684016997553,Job failed,346
257,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=12 --nhid=704 --bptt=196 --clip=0.5981128371753934 --dropout=0.6396112305144757 --dropouth=0.13033125466053697 --dropoute=0.5042831753174587 --dropouti=0.32813209727084747 --wdrop=0.04933334256567198,Job failed,7
258,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=19 --nhid=320 --bptt=196 --clip=0.7428678214337868 --dropout=0.6722788255603329 --dropouth=0.09806741908318332 --dropoute=0.3409199644843989 --dropouti=0.7075567215456614 --wdrop=0.399147843105773,Job failed,295
259,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=20 --nhid=1024 --bptt=32 --clip=0.17949963111709116 --dropout=0.8453814999458183 --dropouth=0.052244906576779986 --dropoute=0.1974694453384775 --dropouti=0.7381824907919776 --wdrop=0.7909542684995161,Job failed,29
260,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=20 --nhid=768 --bptt=128 --clip=0.3454409298989749 --dropout=0.5269305054228018 --dropouth=0.8946004782080013 --dropoute=0.012315635244362855 --dropouti=0.3544763653974772 --wdrop=0.38135337500314437,Job failed,27
261,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=30 --nhid=256 --bptt=128 --clip=0.833446871783514 --dropout=0.3337546565780409 --dropouth=0.4769536537629749 --dropoute=0.37115917547225774 --dropouti=0.3230893230838578 --wdrop=0.7309484601491074,Job failed,183
262,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=5 --nhid=1024 --bptt=16 --clip=1.632744289125971 --dropout=0.7276327682010814 --dropouth=0.6771502597227865 --dropoute=0.11250512637730775 --dropouti=0.46115442751689145 --wdrop=0.6410391555554863,Job failed,36
263,inf,--model=LSTM --emsize=128 --nlayers=2 --lr=5 --nhid=704 --bptt=196 --clip=0.45169292141757755 --dropout=0.6238286236008195 --dropouth=0.5967451863823635 --dropoute=0.21908237021452154 --dropouti=0.31087543660981065 --wdrop=0.43552640624139016,Job failed,56
264,inf,--model=LSTM --emsize=128 --nlayers=3 --lr=10 --nhid=320 --bptt=196 --clip=0.2309947533710554 --dropout=0.6373099663722024 --dropouth=0.3934144014377741 --dropoute=0.15429981632226683 --dropouti=0.4280745575309943 --wdrop=0.8551744178407972,Job failed,229
265,inf,--model=LSTM --emsize=128 --nlayers=3 --lr=19 --nhid=1280 --bptt=48 --clip=0.6027966725763352 --dropout=0.801819992775137 --dropouth=0.8655950751166489 --dropoute=0.5867560730940591 --dropouti=0.8943643009000434 --wdrop=0.6642942872160532,Job failed,4
266,inf,--model=LSTM --emsize=128 --nlayers=3 --lr=22 --nhid=704 --bptt=32 --clip=1.5111315810604733 --dropout=0.046429443482963066 --dropouth=0.006358489916196497 --dropoute=0.7945879457430476 --dropouti=0.349584455401609 --wdrop=0.7823204681333479,Job failed,220
267,inf,--model=LSTM --emsize=128 --nlayers=3 --lr=25 --nhid=896 --bptt=96 --clip=1.986498768889682 --dropout=0.5698660992619544 --dropouth=0.8585916080646009 --dropoute=0.828573988131618 --dropouti=0.35046482019192426 --wdrop=0.039101679714769834,Job failed,203
268,inf,--model=LSTM --emsize=128 --nlayers=3 --lr=5 --nhid=640 --bptt=48 --clip=0.6349235229406405 --dropout=0.7478033556985136 --dropouth=0.4180837389784568 --dropoute=0.2723807936416105 --dropouti=0.2514818174893832 --wdrop=0.34241099165904637,Job failed,17
269,inf,--model=LSTM --emsize=160 --nlayers=1 --lr=19 --nhid=320 --bptt=128 --clip=1.573584807518672 --dropout=0.8492524296430237 --dropouth=0.5103047127800636 --dropoute=0.15704849785420205 --dropouti=0.5998211170637688 --wdrop=0.08377427946384793,Job failed,93
270,inf,--model=LSTM --emsize=160 --nlayers=1 --lr=20 --nhid=1024 --bptt=48 --clip=0.7450816072019123 --dropout=0.20234941328834535 --dropouth=0.4305241031619532 --dropoute=0.34732351276306034 --dropouti=0.8209382007060412 --wdrop=0.3161892115175968,Job failed,112
271,inf,--model=LSTM --emsize=160 --nlayers=1 --lr=25 --nhid=704 --bptt=16 --clip=1.3239340033269043 --dropout=0.2780843142194981 --dropouth=0.298246946868765 --dropoute=0.7396551248920243 --dropouti=0.09392239458294012 --wdrop=0.4382353347866145,Job failed,71
272,inf,--model=LSTM --emsize=160 --nlayers=2 --lr=12 --nhid=1280 --bptt=96 --clip=0.11291627980248302 --dropout=0.039238430570602736 --dropouth=0.37830794345031854 --dropoute=0.40278048722580934 --dropouti=0.6576289436389633 --wdrop=0.2246431474753766,Job failed,182
273,inf,--model=LSTM --emsize=160 --nlayers=2 --lr=18 --nhid=320 --bptt=128 --clip=1.2244982071345234 --dropout=0.7411145660713611 --dropouth=0.33602969652864123 --dropoute=0.4810886109132445 --dropouti=0.645443989807121 --wdrop=0.2154302313345426,Job failed,231
274,inf,--model=LSTM --emsize=160 --nlayers=2 --lr=25 --nhid=512 --bptt=32 --clip=0.8407623716543507 --dropout=0.32102176027349255 --dropouth=0.8195138177621507 --dropoute=0.2697745535182648 --dropouti=0.5641474697824667 --wdrop=0.3893985837767619,Job failed,315
275,inf,--model=LSTM --emsize=160 --nlayers=3 --lr=18 --nhid=1024 --bptt=128 --clip=1.8248312696653486 --dropout=0.3161500284242114 --dropouth=0.06317310748418105 --dropoute=0.8987722489366811 --dropouti=0.08721488559524536 --wdrop=0.7100104520128272,Job failed,83
276,inf,--model=LSTM --emsize=160 --nlayers=3 --lr=20 --nhid=640 --bptt=128 --clip=0.3919923205904702 --dropout=0.31958439353173973 --dropouth=0.7172501822421218 --dropoute=0.7580112774381772 --dropouti=0.2700471998105907 --wdrop=0.8932843831739089,Some constraints are not satisfied,357
277,inf,--model=LSTM --emsize=160 --nlayers=3 --lr=22 --nhid=640 --bptt=16 --clip=1.7663587052523102 --dropout=0.6665032827173086 --dropouth=0.2899248929302343 --dropoute=0.3195363652792554 --dropouti=0.5935537534707618 --wdrop=0.8087239865870678,Job failed,207
278,inf,--model=LSTM --emsize=196 --nlayers=1 --lr=10 --nhid=1024 --bptt=196 --clip=0.8174900281085598 --dropout=0.7638415672420733 --dropouth=0.6130384928781749 --dropoute=0.0705510310235395 --dropouti=0.6365302731603144 --wdrop=0.45552429926189447,Job failed,308
279,inf,--model=LSTM --emsize=196 --nlayers=1 --lr=12 --nhid=640 --bptt=128 --clip=1.075643297481667 --dropout=0.27723118329334456 --dropouth=0.11188481933419935 --dropoute=0.3579064311700246 --dropouti=0.07287554579632614 --wdrop=0.7184442603073854,Job failed,184
280,inf,--model=LSTM --emsize=196 --nlayers=1 --lr=18 --nhid=1280 --bptt=160 --clip=0.7612929688718024 --dropout=0.4532603053703293 --dropouth=0.014485487391504426 --dropoute=0.25993689135977227 --dropouti=0.11927855911251693 --wdrop=0.4363105487749917,Job failed,235
281,inf,--model=LSTM --emsize=196 --nlayers=1 --lr=25 --nhid=320 --bptt=128 --clip=1.9415599323758033 --dropout=0.22113986260050192 --dropouth=0.14474604720825654 --dropoute=0.8307103315131676 --dropouti=0.5851109802043236 --wdrop=0.020680935657924625,Job failed,28
282,inf,--model=LSTM --emsize=196 --nlayers=2 --lr=12 --nhid=576 --bptt=96 --clip=0.6316512140697302 --dropout=0.5404124743160542 --dropouth=0.13536024429148252 --dropoute=0.4242659607092472 --dropouti=0.5329245039974934 --wdrop=0.5447322096480092,Job failed,94
283,inf,--model=LSTM --emsize=196 --nlayers=2 --lr=18 --nhid=256 --bptt=16 --clip=0.7261778483841532 --dropout=0.8720761942842823 --dropouth=0.6284918958700574 --dropoute=0.8735634130205521 --dropouti=0.764086774280996 --wdrop=0.37640997975644946,Job failed,138
284,inf,--model=LSTM --emsize=196 --nlayers=2 --lr=20 --nhid=768 --bptt=16 --clip=0.4892202813984926 --dropout=0.03560817507376875 --dropouth=0.6008611269293561 --dropoute=0.03950827328109938 --dropouti=0.24558622273529768 --wdrop=0.06915751549973373,Job failed,205
285,inf,--model=LSTM --emsize=196 --nlayers=2 --lr=22 --nhid=512 --bptt=96 --clip=1.582088555660512 --dropout=0.41820327526135814 --dropouth=0.5783672187710215 --dropoute=0.3555128925399919 --dropouti=0.30398469499069286 --wdrop=0.3041497708822341,Job failed,15
286,inf,--model=LSTM --emsize=196 --nlayers=2 --lr=5 --nhid=512 --bptt=128 --clip=0.2307152768864013 --dropout=0.182894326309726 --dropouth=0.22550952303229713 --dropoute=0.7037950376826834 --dropouti=0.7041045796005568 --wdrop=0.19897432155765626,Job failed,271
287,inf,--model=LSTM --emsize=196 --nlayers=3 --lr=10 --nhid=1024 --bptt=160 --clip=0.3103855226310164 --dropout=0.32559462897900654 --dropouth=0.523126627660523 --dropoute=0.06667152882779219 --dropouti=0.223850700281958 --wdrop=0.20491297509635706,Job failed,5
288,inf,--model=LSTM --emsize=196 --nlayers=3 --lr=10 --nhid=640 --bptt=160 --clip=0.5381965941162339 --dropout=0.7789673169310456 --dropouth=0.18516196242433963 --dropoute=0.06129543150649691 --dropouti=0.6017469905769056 --wdrop=0.884353902339814,Job failed,323
289,inf,--model=LSTM --emsize=196 --nlayers=3 --lr=10 --nhid=640 --bptt=196 --clip=0.7863003845791855 --dropout=0.6669191920268791 --dropouth=0.6959605489235323 --dropoute=0.37870851645622117 --dropouti=0.0999844989429438 --wdrop=0.19640502534594947,Job failed,192
290,inf,--model=LSTM --emsize=196 --nlayers=3 --lr=12 --nhid=256 --bptt=32 --clip=0.27097660127082057 --dropout=0.5398291185796753 --dropouth=0.702351461041056 --dropoute=0.8474635546672163 --dropouti=0.4083190457445603 --wdrop=0.6241582104071236,Job failed,294
291,inf,--model=LSTM --emsize=196 --nlayers=3 --lr=15 --nhid=512 --bptt=196 --clip=0.8258987364200049 --dropout=0.21723095876199705 --dropouth=0.5523675299543701 --dropoute=0.2514575497277215 --dropouti=0.18072122966371243 --wdrop=0.876633655271086,Job failed,371
292,inf,--model=LSTM --emsize=196 --nlayers=3 --lr=18 --nhid=896 --bptt=16 --clip=0.6287360308308242 --dropout=0.48888839416745505 --dropouth=0.882061873924449 --dropoute=0.6012157673268639 --dropouti=0.16989815546148332 --wdrop=0.13351821240893824,Job failed,63
293,inf,--model=LSTM --emsize=224 --nlayers=1 --lr=22 --nhid=576 --bptt=128 --clip=1.6944191646994329 --dropout=0.4884775146472313 --dropouth=0.8398841981718245 --dropoute=0.27200895950492054 --dropouti=0.16556780848763367 --wdrop=0.7721612739557032,Job failed,118
294,inf,--model=LSTM --emsize=224 --nlayers=1 --lr=40 --nhid=224 --bptt=96 --clip=1.8704289159548781 --dropout=0.6429827173406419 --dropouth=0.7430593098186027 --dropoute=0.22533946712390387 --dropouti=0.8757906675206236 --wdrop=0.8547683982964889,Job failed,177
295,inf,--model=LSTM --emsize=224 --nlayers=2 --lr=12 --nhid=448 --bptt=128 --clip=1.84718086994545 --dropout=0.373137482508382 --dropouth=0.7415917941290402 --dropoute=0.6928759612332095 --dropouti=0.49224925781888496 --wdrop=0.0408001792215553,Job failed,226
296,inf,--model=LSTM --emsize=224 --nlayers=2 --lr=22 --nhid=320 --bptt=196 --clip=0.8596877971808359 --dropout=0.6525498607241932 --dropouth=0.15954412073460905 --dropoute=0.7841557332124652 --dropouti=0.37544072800891404 --wdrop=0.5470076129647606,Job failed,72
297,inf,--model=LSTM --emsize=224 --nlayers=2 --lr=30 --nhid=1024 --bptt=48 --clip=0.6452099451261549 --dropout=0.8187447684493827 --dropouth=0.19368687693336273 --dropoute=0.48765132298579866 --dropouti=0.25339414018754436 --wdrop=0.6985429725947939,Job failed,107
298,inf,--model=LSTM --emsize=224 --nlayers=2 --lr=30 --nhid=256 --bptt=196 --clip=1.2284491065591414 --dropout=0.7027180941006352 --dropouth=0.2511121721270636 --dropoute=0.820464564842916 --dropouti=0.7613311141125704 --wdrop=0.6366332929234196,Some constraints are not satisfied,325
299,inf,--model=LSTM --emsize=224 --nlayers=3 --lr=10 --nhid=1280 --bptt=32 --clip=1.6451398504952373 --dropout=0.03403441235544104 --dropouth=0.6848292789405129 --dropoute=0.48092311401167737 --dropouti=0.36028644302274787 --wdrop=0.7023492826220251,Job failed,201
300,inf,--model=LSTM --emsize=224 --nlayers=3 --lr=12 --nhid=512 --bptt=196 --clip=1.1925909177635972 --dropout=0.48427894257729515 --dropouth=0.33275899918189666 --dropoute=0.8504757682139289 --dropouti=0.7932331518050986 --wdrop=0.41617314308227477,Job failed,43
