,valid ppl,params,status,job_id
26,64.64,--model=LSTM --emsize=320 --nlayers=2 --lr=30 --nhid=512 --bptt=160 --clip=0.6892725668306384 --dropout=0.013116320178975627 --dropouth=0.3536872629337784 --dropoute=0.570864752152566 --dropouti=0.47753275320917093 --wdrop=0.48514884338631586,Job succeeded,134
27,64.84,--model=LSTM --emsize=448 --nlayers=1 --lr=10 --nhid=704 --bptt=16 --clip=1.3270863609427936 --dropout=0.41979578166090226 --dropouth=0.8575140461817983 --dropoute=0.6945288340744953 --dropouti=0.7148562845090467 --wdrop=0.4556456361321647,Job succeeded,166
28,65.22,--model=LSTM --emsize=320 --nlayers=3 --lr=12 --nhid=768 --bptt=48 --clip=1.5943090399909783 --dropout=0.2060501167499136 --dropouth=0.14268875245562765 --dropoute=0.7075156223691809 --dropouti=0.47541347587116123 --wdrop=0.563944000297544,Job succeeded,193
29,66.13,--model=LSTM --emsize=128 --nlayers=2 --lr=22 --nhid=320 --bptt=16 --clip=1.5189406649685135 --dropout=0.8408188639395933 --dropouth=0.46770551491984924 --dropoute=0.06721092826138392 --dropouti=0.4172431280861662 --wdrop=0.06408364477464783,Job succeeded,301
30,66.29,--model=GRU --emsize=128 --nlayers=2 --lr=19 --nhid=576 --bptt=64 --clip=0.14413128073683706 --dropout=0.725118357270605 --dropouth=0.2573068054301064 --dropoute=0.011864820893618566 --dropouti=0.15519540231409326 --wdrop=0.2399756277857129,Job succeeded,200
31,67.04,--model=LSTM --emsize=512 --nlayers=2 --lr=10 --nhid=576 --bptt=128 --clip=1.6629247525391453 --dropout=0.3917762872746786 --dropouth=0.14937759024888916 --dropoute=0.4823021768174472 --dropouti=0.6802485436499254 --wdrop=0.5574172174797225,Job succeeded,129
32,68.53,--model=LSTM --emsize=448 --nlayers=1 --lr=15 --nhid=512 --bptt=16 --clip=0.2627327762980646 --dropout=0.5705902087368709 --dropouth=0.38339811606011215 --dropoute=0.4607759668929058 --dropouti=0.863329752457275 --wdrop=0.05396955074058159,Job succeeded,253
33,70.05,--model=LSTM --emsize=128 --nlayers=1 --lr=30 --nhid=224 --bptt=32 --clip=1.4342265069415387 --dropout=0.22687338853676725 --dropouth=0.7779924746686633 --dropoute=0.5455070659904566 --dropouti=0.4343141591805771 --wdrop=0.01239569594503367,Job succeeded,329
34,70.11,--model=LSTM --emsize=320 --nlayers=1 --lr=18 --nhid=512 --bptt=96 --clip=1.0516325216877283 --dropout=0.041060634216630025 --dropouth=0.08693042516689414 --dropoute=0.5742594376337173 --dropouti=0.039475147573907514 --wdrop=0.7117212788973416,Job succeeded,176
35,70.51,--model=LSTM --emsize=512 --nlayers=3 --lr=18 --nhid=576 --bptt=96 --clip=0.13644185559686858 --dropout=0.8721368703182232 --dropouth=0.21348424319500334 --dropoute=0.5085517834467418 --dropouti=0.7067149091123722 --wdrop=0.38863250138807454,Job succeeded,360
36,71.88,--model=LSTM --emsize=448 --nlayers=3 --lr=10 --nhid=1280 --bptt=160 --clip=0.5505411576548104 --dropout=0.6284587965877666 --dropouth=0.4238678520899308 --dropoute=0.19813334527037293 --dropouti=0.7108741920462637 --wdrop=0.5910520514641372,Job succeeded,174
37,72.84,--model=GRU --emsize=196 --nlayers=3 --lr=5 --nhid=576 --bptt=32 --clip=0.14846633168020976 --dropout=0.14187482930818512 --dropouth=0.2733113570045273 --dropoute=0.5737381296369013 --dropouti=0.47425973817095335 --wdrop=0.6010573113736773,Job succeeded,355
38,73.28,--model=LSTM --emsize=256 --nlayers=2 --lr=18 --nhid=640 --bptt=96 --clip=1.083897960318813 --dropout=0.18276742792350215 --dropouth=0.782888742893084 --dropoute=0.6116263223917349 --dropouti=0.39548024875120097 --wdrop=0.49606686273093153,Job succeeded,356
39,73.31,--model=LSTM --emsize=160 --nlayers=2 --lr=30 --nhid=256 --bptt=16 --clip=1.3340214145097369 --dropout=0.4947902073774494 --dropouth=0.7532669442853728 --dropoute=0.5104525304088323 --dropouti=0.5729474531215976 --wdrop=0.33146480145855217,Job succeeded,172
40,74.21,--model=LSTM --emsize=320 --nlayers=3 --lr=10 --nhid=224 --bptt=48 --clip=1.9231359622922155 --dropout=0.8257057843561044 --dropouth=0.664982396277891 --dropoute=0.34755437331874095 --dropouti=0.02839263079230654 --wdrop=0.2928126866871208,Job succeeded,339
41,79.11,--model=LSTM --emsize=384 --nlayers=2 --lr=5 --nhid=1280 --bptt=96 --clip=0.20409295022027912 --dropout=0.8173394817189338 --dropouth=0.15467986581296336 --dropoute=0.2115758552531233 --dropouti=0.7626545826810126 --wdrop=0.2474390684887517,Job succeeded,331
42,80.8,--model=LSTM --emsize=128 --nlayers=1 --lr=15 --nhid=256 --bptt=48 --clip=1.5514577273772219 --dropout=0.6075964703750458 --dropouth=0.5011680690744097 --dropoute=0.5379716545184603 --dropouti=0.22343100707401328 --wdrop=0.12265874911496297,Job succeeded,197
43,81.0,--model=LSTM --emsize=224 --nlayers=1 --lr=18 --nhid=896 --bptt=96 --clip=0.13395561608045195 --dropout=0.5794527064510541 --dropouth=0.439105129785535 --dropoute=0.5335840708265632 --dropouti=0.16308863050594855 --wdrop=0.7222439068308398,Job succeeded,265
44,81.08,--model=GRU --emsize=512 --nlayers=3 --lr=10 --nhid=768 --bptt=16 --clip=0.6287439774035448 --dropout=0.5903043578815301 --dropouth=0.3432662512381374 --dropoute=0.7773048543381272 --dropouti=0.18798013925080978 --wdrop=0.20674000231273068,Job succeeded,258
45,84.56,--model=GRU --emsize=196 --nlayers=1 --lr=12 --nhid=768 --bptt=48 --clip=0.9668787544415326 --dropout=0.7507258510494443 --dropouth=0.024461417957458022 --dropoute=0.2906577190332156 --dropouti=0.09632294277828457 --wdrop=0.5079391965867098,Job succeeded,234
46,84.78,--model=LSTM --emsize=256 --nlayers=1 --lr=15 --nhid=768 --bptt=196 --clip=1.208522332031919 --dropout=0.14739349474346858 --dropouth=0.8495942250971454 --dropoute=0.5205366543001895 --dropouti=0.5331609413816469 --wdrop=0.7287943974242986,Job succeeded,261
47,85.59,--model=GRU --emsize=320 --nlayers=1 --lr=20 --nhid=1280 --bptt=32 --clip=0.2531284236066276 --dropout=0.7761458395701116 --dropouth=0.6879019464991315 --dropoute=0.3249968641651894 --dropouti=0.36247988380486046 --wdrop=0.4428098584960546,Job succeeded,364
48,88.71,--model=LSTM --emsize=512 --nlayers=3 --lr=30 --nhid=224 --bptt=128 --clip=1.1400623271909673 --dropout=0.4132468359729559 --dropouth=0.21163728078560795 --dropoute=0.6703545372541028 --dropouti=0.0617179340613605 --wdrop=0.465507425620191,Job succeeded,320
49,90.03,--model=LSTM --emsize=196 --nlayers=2 --lr=30 --nhid=448 --bptt=160 --clip=0.46498165067270436 --dropout=0.8606524121905706 --dropouth=0.8088607854999904 --dropoute=0.20253060670960935 --dropouti=0.17491734055474834 --wdrop=0.6270825719436957,Job succeeded,341
50,90.29,--model=LSTM --emsize=320 --nlayers=2 --lr=10 --nhid=576 --bptt=160 --clip=1.179103040038458 --dropout=0.4473318552092707 --dropouth=0.8564074943323543 --dropoute=0.4741666618288686 --dropouti=0.7443325751325582 --wdrop=0.6149094618056502,Job succeeded,254
51,94.55,--model=LSTM --emsize=128 --nlayers=1 --lr=15 --nhid=704 --bptt=32 --clip=0.517580585396152 --dropout=0.8499090403666634 --dropouth=0.2967518608512336 --dropoute=0.18786633069936973 --dropouti=0.47808335759288445 --wdrop=0.3718832636768767,Job succeeded,268
52,95.65,--model=LSTM --emsize=196 --nlayers=2 --lr=18 --nhid=256 --bptt=96 --clip=0.29895821205604567 --dropout=0.2609117027466628 --dropouth=0.4992270221706161 --dropoute=0.8104950402161017 --dropouti=0.5747056019600417 --wdrop=0.012666969279990215,Job succeeded,194
53,95.83,--model=GRU --emsize=160 --nlayers=2 --lr=10 --nhid=224 --bptt=96 --clip=0.5584545251190745 --dropout=0.5441381801115148 --dropouth=0.7316920634687423 --dropoute=0.3413852916581967 --dropouti=0.37905515709340054 --wdrop=0.4068691759133558,Job succeeded,157
54,96.26,--model=LSTM --emsize=224 --nlayers=3 --lr=25 --nhid=576 --bptt=64 --clip=1.60886661148023 --dropout=0.524939181504564 --dropouth=0.7809537735450739 --dropoute=0.541504922230659 --dropouti=0.5276175742226414 --wdrop=0.7132272441259679,Job succeeded,321
55,103.01,--model=LSTM --emsize=128 --nlayers=2 --lr=19 --nhid=384 --bptt=32 --clip=1.2093807370272713 --dropout=0.05277804259974047 --dropouth=0.8545461203228639 --dropoute=0.5953839334179528 --dropouti=0.8457974588936928 --wdrop=0.5091296454733143,Job succeeded,333
56,103.37,--model=GRU --emsize=256 --nlayers=2 --lr=22 --nhid=512 --bptt=128 --clip=0.15852017057613355 --dropout=0.7029324896233115 --dropouth=0.13099985857528057 --dropoute=0.1652240307485423 --dropouti=0.21221128005297046 --wdrop=0.6989929521518945,Job succeeded,170
57,104.32,--model=GRU --emsize=320 --nlayers=3 --lr=10 --nhid=320 --bptt=16 --clip=0.5009718690311332 --dropout=0.7807702054049636 --dropouth=0.14037270088254364 --dropoute=0.8068832908635734 --dropouti=0.01634843023162811 --wdrop=0.12925191447015125,Job succeeded,210
58,105.52,--model=LSTM --emsize=128 --nlayers=2 --lr=40 --nhid=576 --bptt=16 --clip=0.929189904363496 --dropout=0.8829822369368366 --dropouth=0.10497624480528832 --dropoute=0.696183953479909 --dropouti=0.46260323673891324 --wdrop=0.08885870993692833,Job succeeded,252
59,106.77,--model=LSTM --emsize=224 --nlayers=3 --lr=25 --nhid=640 --bptt=160 --clip=0.28972013241888384 --dropout=0.8689004543708901 --dropouth=0.7922676438619664 --dropoute=0.18487151797454657 --dropouti=0.037195249688360556 --wdrop=0.7682247631878786,Job succeeded,343
60,107.55,--model=LSTM --emsize=320 --nlayers=2 --lr=40 --nhid=256 --bptt=96 --clip=0.7243836169279415 --dropout=0.37521548713944486 --dropouth=0.6665406762866777 --dropoute=0.8625258521839198 --dropouti=0.5658815305328622 --wdrop=0.5413692152854469,Job succeeded,164
61,109.15,--model=GRU --emsize=320 --nlayers=1 --lr=15 --nhid=224 --bptt=128 --clip=0.6624638631848 --dropout=0.3791325946076256 --dropouth=0.014476751966406154 --dropoute=0.753543778607601 --dropouti=0.6916594754037836 --wdrop=0.1228517069207542,Job succeeded,306
62,111.84,--model=GRU --emsize=256 --nlayers=1 --lr=5 --nhid=576 --bptt=16 --clip=0.20532766332989932 --dropout=0.7321301302097937 --dropouth=0.8224344902654982 --dropoute=0.6966857577231829 --dropouti=0.6156288444885841 --wdrop=0.35695247343527226,Job succeeded,191
63,112.79,--model=LSTM --emsize=448 --nlayers=1 --lr=12 --nhid=224 --bptt=96 --clip=0.33452339645629325 --dropout=0.5731921105524682 --dropouth=0.7237344564234113 --dropoute=0.7973955750059876 --dropouti=0.597264027584921 --wdrop=0.2943755517044378,Job succeeded,311
64,114.78,--model=LSTM --emsize=512 --nlayers=2 --lr=10 --nhid=1024 --bptt=160 --clip=0.29429202603026067 --dropout=0.85804619895084 --dropouth=0.00522299642529721 --dropoute=0.4973032152608588 --dropouti=0.34677380165679683 --wdrop=0.8585923803079968,Job succeeded,111
65,116.23,--model=GRU --emsize=384 --nlayers=2 --lr=10 --nhid=704 --bptt=96 --clip=1.419360351204731 --dropout=0.44778649682695465 --dropouth=0.7401900924541417 --dropoute=0.03802444390596389 --dropouti=0.39274053527195446 --wdrop=0.20189897960136566,Job succeeded,328
66,122.42,--model=LSTM --emsize=196 --nlayers=3 --lr=20 --nhid=256 --bptt=160 --clip=0.40311742089282965 --dropout=0.8764834526495118 --dropouth=0.2229120360896171 --dropoute=0.6609804654836399 --dropouti=0.35852152687900596 --wdrop=0.5594144517829144,Job succeeded,342
67,129.95,--model=LSTM --emsize=448 --nlayers=3 --lr=30 --nhid=512 --bptt=128 --clip=0.4972249606609639 --dropout=0.8818045797583405 --dropouth=0.8072542072677164 --dropoute=0.7409698522256536 --dropouti=0.04614896480772578 --wdrop=0.4386371263052219,Job succeeded,179
68,132.82,--model=LSTM --emsize=256 --nlayers=2 --lr=5 --nhid=256 --bptt=64 --clip=1.0470667973885686 --dropout=0.6281612540390541 --dropouth=0.8695588650258226 --dropoute=0.6872970326669677 --dropouti=0.8233437588183434 --wdrop=0.4396292281772227,Job succeeded,330
69,178.27,--model=LSTM --emsize=512 --nlayers=3 --lr=19 --nhid=448 --bptt=96 --clip=0.9656588500902218 --dropout=0.7955418188030049 --dropouth=0.891935612183893 --dropoute=0.7751431320865648 --dropouti=0.7027882780365959 --wdrop=0.7050195838331125,Job succeeded,168
70,294.3,--model=GRU --emsize=256 --nlayers=2 --lr=5 --nhid=640 --bptt=96 --clip=1.451064189944132 --dropout=0.14353577028802986 --dropouth=0.6817862834958858 --dropoute=0.8944616440208297 --dropouti=0.4242403108540958 --wdrop=0.01312830740924773,Job succeeded,158
71,402.92,--model=GRU --emsize=320 --nlayers=3 --lr=12 --nhid=448 --bptt=48 --clip=0.7314279470935164 --dropout=0.38945375770888385 --dropouth=0.7210527630654627 --dropoute=0.7912711991674284 --dropouti=0.5176727476364787 --wdrop=0.13730859924417835,Job succeeded,326
72,719.0,--model=GRU --emsize=576 --nlayers=3 --lr=10 --nhid=256 --bptt=48 --clip=0.8924350445409599 --dropout=0.5605385979394512 --dropouth=0.45629481954716283 --dropoute=0.20390054394579119 --dropouti=0.2817602998491325 --wdrop=0.3388622868570744,Job succeeded,171
73,1037.24,--model=GRU --emsize=256 --nlayers=3 --lr=12 --nhid=320 --bptt=16 --clip=0.9679560822689899 --dropout=0.11791530342384475 --dropouth=0.2664356901503746 --dropoute=0.7737816848872643 --dropouti=0.3330680799062193 --wdrop=0.12965013900362585,Job succeeded,361
74,inf,--model=LSTM --emsize=160 --nlayers=2 --lr=18 --nhid=640 --bptt=96 --clip=1.241368715075766 --dropout=0.4312417135074662 --dropouth=0.45991157056313453 --dropoute=0.6519994814271146 --dropouti=0.01556074660810526 --wdrop=0.8970169922531833,Job succeeded,189
75,inf,--model=GRU --emsize=576 --nlayers=3 --lr=20 --nhid=320 --bptt=128 --clip=0.45484297299270204 --dropout=0.825381296380218 --dropouth=0.6444286603597278 --dropoute=0.0072586881039918725 --dropouti=0.7604897170072299 --wdrop=0.5680356220808167,Job succeeded,208
76,inf,--model=GRU --emsize=576 --nlayers=1 --lr=25 --nhid=1024 --bptt=96 --clip=0.4607408215048884 --dropout=0.8411233818036078 --dropouth=0.12231994122183885 --dropoute=0.41400848984870653 --dropouti=0.0021517111868675 --wdrop=0.8827894138993699,Job succeeded,290
77,inf,--model=GRU --emsize=576 --nlayers=2 --lr=18 --nhid=1280 --bptt=48 --clip=1.1463462886547244 --dropout=0.03889042761947301 --dropouth=0.05629828829601887 --dropoute=0.15440290346257948 --dropouti=0.08785993728214214 --wdrop=0.21603682379202993,Job succeeded,165
78,inf,--model=GRU --emsize=196 --nlayers=3 --lr=5 --nhid=576 --bptt=160 --clip=1.9684517303009013 --dropout=0.10807514907027552 --dropouth=0.762639001717342 --dropoute=0.3741449861921793 --dropouti=0.7607222003827361 --wdrop=0.7324652327527983,Job succeeded,278
79,inf,--model=GRU --emsize=576 --nlayers=3 --lr=19 --nhid=320 --bptt=48 --clip=0.9038606434544442 --dropout=0.6577681180086229 --dropouth=0.6257304684446638 --dropoute=0.8749987748683601 --dropouti=0.8331881051515163 --wdrop=0.08536286707661388,Job succeeded,282
80,inf,--model=GRU --emsize=320 --nlayers=2 --lr=12 --nhid=384 --bptt=32 --clip=0.747680659663951 --dropout=0.12008508990026706 --dropouth=0.517313940346223 --dropoute=0.20603215674728778 --dropouti=0.29317549193531317 --wdrop=0.5492405289369097,Job succeeded,249
81,inf,--model=GRU --emsize=224 --nlayers=2 --lr=18 --nhid=640 --bptt=128 --clip=1.1780912256648381 --dropout=0.29393368480766247 --dropouth=0.6898574649928495 --dropoute=0.08892989081368338 --dropouti=0.6224595655931505 --wdrop=0.5759630815151556,Job succeeded,338
82,inf,--model=GRU --emsize=256 --nlayers=3 --lr=25 --nhid=448 --bptt=96 --clip=1.584641619358206 --dropout=0.19884712448771558 --dropouth=0.5927701886693235 --dropoute=0.8721919859218685 --dropouti=0.2086864864293963 --wdrop=0.8833477726967958,Job succeeded,334
83,inf,--model=GRU --emsize=196 --nlayers=3 --lr=10 --nhid=640 --bptt=128 --clip=1.957565157073879 --dropout=0.6577332552130304 --dropouth=0.07533716610106175 --dropoute=0.13608061149573686 --dropouti=0.2788603492373024 --wdrop=0.3626228098158415,Job succeeded,337
84,inf,--model=GRU --emsize=196 --nlayers=2 --lr=25 --nhid=384 --bptt=128 --clip=1.1677518435840812 --dropout=0.7383170811251745 --dropouth=0.16658288717674177 --dropoute=0.3899415434538492 --dropouti=0.7071148482894296 --wdrop=0.7160122678280428,Job succeeded,289
85,inf,--model=GRU --emsize=384 --nlayers=3 --lr=22 --nhid=320 --bptt=128 --clip=0.7774806018927771 --dropout=0.7723530082759943 --dropouth=0.4306202604129559 --dropoute=0.1677927446710035 --dropouti=0.04899068792787037 --wdrop=0.4626628897525278,Job succeeded,366
86,inf,--model=LSTM --emsize=512 --nlayers=3 --lr=22 --nhid=640 --bptt=48 --clip=1.1396033829432732 --dropout=0.012342830230279045 --dropouth=0.1409942954040795 --dropoute=0.12860603068070828 --dropouti=0.10513314590102606 --wdrop=0.8347175478288227,Job succeeded,362
87,inf,--model=LSTM --emsize=384 --nlayers=2 --lr=40 --nhid=512 --bptt=64 --clip=1.3743185117016536 --dropout=0.09595730867143655 --dropouth=0.8869317975066566 --dropoute=0.5842451609331344 --dropouti=0.36408267322636084 --wdrop=0.6939123778906885,Job succeeded,274
88,inf,--model=GRU --emsize=256 --nlayers=2 --lr=19 --nhid=448 --bptt=128 --clip=0.88170198416246 --dropout=0.5760712389690067 --dropouth=0.8054410152797188 --dropoute=0.89899633603817 --dropouti=0.3796420657627121 --wdrop=0.6184670670168727,Job succeeded,186
89,inf,--model=GRU --emsize=576 --nlayers=1 --lr=19 --nhid=384 --bptt=48 --clip=0.9633862129861314 --dropout=0.634094483356643 --dropouth=0.18130729139229723 --dropoute=0.2059598521508079 --dropouti=0.2969473478881287 --wdrop=0.07407871949766404,Job succeeded,188
90,inf,--model=GRU --emsize=256 --nlayers=1 --lr=40 --nhid=768 --bptt=96 --clip=0.9929890492836841 --dropout=0.4590958714698866 --dropouth=0.19043432584754702 --dropoute=0.7911804865254621 --dropouti=0.40949404631953373 --wdrop=0.06788211263448381,Job succeeded,314
91,inf,--model=GRU --emsize=160 --nlayers=1 --lr=40 --nhid=384 --bptt=196 --clip=1.1061068295782697 --dropout=0.8997541671381878 --dropouth=0.7670616981958089 --dropoute=0.4625166968766295 --dropouti=0.8488301432079193 --wdrop=0.4380857564077671,Job succeeded,304
92,inf,--model=GRU --emsize=256 --nlayers=3 --lr=20 --nhid=1024 --bptt=48 --clip=1.532433672256038 --dropout=0.17525025603518968 --dropouth=0.6798759915816 --dropoute=0.7057030796746749 --dropouti=0.4421909642799362 --wdrop=0.3498802650376473,Job succeeded,264
93,inf,--model=GRU --emsize=320 --nlayers=3 --lr=19 --nhid=768 --bptt=48 --clip=1.5472659978447723 --dropout=0.533212082626908 --dropouth=0.5118635337486287 --dropoute=0.2549518249428219 --dropouti=0.4345798826177365 --wdrop=0.2840330955452011,Job succeeded,173
94,inf,--model=GRU --emsize=160 --nlayers=2 --lr=40 --nhid=768 --bptt=32 --clip=1.1084831817903191 --dropout=0.3208044647420776 --dropouth=0.7729724756357301 --dropoute=0.6648651533975924 --dropouti=0.847776085286046 --wdrop=0.1963601668950389,Job succeeded,243
95,inf,--model=GRU --emsize=320 --nlayers=3 --lr=20 --nhid=1280 --bptt=32 --clip=1.760710023881433 --dropout=0.43372024446735613 --dropouth=0.49031515814093796 --dropoute=0.128077076495215 --dropouti=0.597786903979961 --wdrop=0.7087969420411913,Job succeeded,267
96,inf,--model=GRU --emsize=384 --nlayers=1 --lr=40 --nhid=448 --bptt=64 --clip=0.3691223509309133 --dropout=0.07201703396342984 --dropouth=0.7413563625762821 --dropoute=0.2996434025065899 --dropouti=0.6781496115895059 --wdrop=0.45131877143477483,Job succeeded,246
